,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21
is,1.2265351057224745,-0.6748326248257174,0.4547297136341302,-2.9956468734739445,-0.3209751662123691,-0.6305773292246623,1.1194136971842519,-1.2085708969929416,-0.5277896122996623,0.6349044625925518,-1.3913193325360955,-0.019657399421801915,-0.07906716160545163,-0.04617039915672685,0.06824517774345923,0.025187977352811437,0.24421646396240124,-0.1972028670327549,-0.344535129621636,0.07746276275829905,0.09842498042744777
nt,-1.6797305820682844,0.28903320813013844,-0.03077946396579661,-0.7438902372528317,1.4714048196307365,0.6209466545757089,-0.9400627894823521,0.2558982537073831,-1.0085129020040522,-0.14670193792168718,-0.0007157333710772374,0.39315016062425323,-0.13709247737299327,0.05063339838001582,-0.07456966074977657,0.32062291190624387,0.43171060340143375,0.061209510615817385,0.015005820761548957,-0.11111473438198106,-0.19144592177929143
sv,-2.0753752932618648,-0.8715573487687398,0.15427938867430835,-0.444299958141662,0.042153700563288765,0.1573276379229965,-0.8690621609471173,-0.41412362661440616,-0.8715323642844458,-0.27772392813318303,-0.07997816548618276,-0.12684264193456274,-0.6411483522623515,0.2204983688716285,-0.2814246199445161,0.4399544783388231,-0.460232600851761,0.07398454254589688,-0.11794389000243778,-0.06356576701646921,-0.04523440879066138
vs,-3.488521454936538,0.06672650807260737,-1.1132614782698638,-1.8694630403623484,0.7287179663632503,-0.040516840745031146,0.4578841794902084,0.7884973596729103,1.2099990916957784,0.1267309141046632,-0.16281830121656798,1.081689740429432,0.6491227234998447,0.5293132750781059,-0.5016074935904308,0.7206543084220814,-0.2112615084791732,-0.20060321623862573,0.03165583109091056,0.06419518758695959,0.1179086105632984
br,-1.4895718983784763,-0.04124347423733021,-0.0591701783226991,-0.23801780812202034,0.8744493168782077,0.4725916697435733,0.5643862802737668,-1.2904168219180463,-0.16099132995166227,0.6101640292626457,1.2555410701041636,0.08003470765503312,-0.6703496585866421,0.01261471662037095,-0.7269533888804797,-0.6545444184518703,-0.2563322984546946,-0.15391065295890646,0.09603117490780312,-0.22196498938794954,0.0673844762944552
bz,-1.7305359163258018,-0.7857351355043708,0.25484228836227235,-0.16532432206357248,-0.10089239053068835,0.19112729381831467,0.167904737334097,0.16946743776450304,-0.38426951222123534,0.14794444506194776,-0.0719868312634019,0.2598470899147962,0.19772980450704827,-0.540072181197862,-0.7085276250939605,-0.28707211239526287,0.11278840217092144,-0.08883865366178605,0.17669823402183155,0.03317961460636722,0.15986963161899953
ct,2.9854350979880997,2.761773777729479,5.8403665664044135,-1.4433157569035187,-1.3826931444142543,1.2737422592198624,-1.2946518825872422,-0.24594872081854985,0.9820958090196679,0.29142075330846295,0.3669996655354195,0.34136683336510354,0.21165569751808,-0.2161770309703366,-0.18861169841038988,0.10180691775153283,-0.039884141653477354,0.0028210455529989477,0.08055201162944026,-0.013567104054031056,0.08262462960908597
gl,-0.5362298494186989,-0.6921714101162784,-1.0182450112361918,-2.411218656741331,1.2861307419081836,-0.14324593675792346,-0.670334141766344,0.15528986268140205,0.6922914328798515,0.29778227490502884,0.02342631728874537,-0.9638079979545495,-0.18185389027691448,0.23479683192867795,0.2522373385259635,-0.3205000117239529,-0.3406229977210122,-0.081005875896402,0.12996853021833754,-0.016856581286871085,0.2280038117187078
tl,-1.9868873756277123,0.6548985000854924,1.0939657892122474,0.6207314395182517,0.07075675911988145,-0.5010088636473738,0.3148167887563454,-0.014572617869794132,1.312874360298386,-0.789320817581016,-0.5430239579563766,-0.3775764501139189,-0.5869386693094684,0.4365485134682508,0.7436616853952711,-0.5529734237637214,0.03327750737693394,-0.03980196835437073,0.0704776677971382,-0.10363680124864648,-0.06683082933130856
vn,-2.2868794841125064,-0.3995429115369612,1.0168674958523487,0.45169504973191393,2.0653465685686125,-0.29684306009458333,0.17711367304580344,0.6316216583723356,0.4909301919926121,-0.4391569865139298,0.06563320269645401,0.36174355799349406,-0.5313725776379178,-0.023600934003049887,-0.7533134769852445,-0.10738278011057484,-0.0797308035565001,-0.016456071589260816,-0.1032849470638927,-0.07552828448100529,-0.22918853649423068
ag,0.946094503143558,-2.0755739034255196,-0.4301660695461738,-0.667793475176463,-1.0152113500406452,-0.09305206156291841,-0.07989141740112903,-1.0224942764643201,-0.4481595838136721,0.0900446907421326,-0.05993415865615217,-0.29071968760655376,-0.5774877564504254,0.7392203609658969,0.22313349129114263,0.34201836581770106,0.2852524207345614,0.3085373897039607,0.154194029559479,0.02437111459447257,0.09344449489047374
cl,-3.6556499929670396,0.5127697359023269,1.428990776876763,0.7270007439500513,0.9443162113564145,-1.1390174876569648,2.074368315897345,-0.1147083090726527,-0.1964782425426784,0.7270368802416202,0.015150573543245685,0.040687588947036855,0.03330816986823129,0.7670201508434121,0.51698728580968,-0.18141298083388244,-0.07542789185406062,-0.08147901592720605,0.2592996751102178,-0.028111564598249886,-0.01776846076514669
db,-1.8214923554118416,-1.4122275562364217,0.17006661517093136,-0.5090251034527841,-0.018683998510180547,0.031423877062367274,-0.4003533674768471,-0.040870770704878066,-0.4303697913418282,0.47166414281257785,0.1341282193656795,-1.115049804105346,0.4858818420449253,-0.3366969519001363,-0.04728380562509396,0.10379194153632781,-0.20723152179879797,-0.041818937604765086,0.062226526228202565,0.344014515184901,-0.13998929042298017
gr,-3.220074552390974,-1.8431202060403613,1.616351146787775,0.7617734730380215,-0.4141515977658226,-1.2810942366095255,0.06008903962393004,0.49198068411598944,-0.8847533178236985,-0.5518646212705192,0.004683251595804847,-0.030448226638316634,0.22114920880313893,-0.24897627825965027,-0.08478600284825852,-0.15197056916422122,-0.2712031350530617,0.37760581008750976,-0.40247256035676476,-0.13183643576357906,0.02526070975500593
il,-2.8966152753635335,1.1141195903234837,2.0200214028017753,0.17264730282342264,0.5602902802804041,-0.6808604171114351,0.28686092314703754,-0.7311674471923113,0.39371515895650183,0.5745491758992065,0.8515224676831793,-0.7139916943396319,1.120316091871884,0.18539512505125239,0.14232357136689755,-0.15568530668356215,0.28938898688426845,0.272242557316975,-0.27818114658998594,0.005542599066673989,-0.04994564246774947
ph,1.5461619973607357,-1.275015458055603,-0.10021936869550506,-0.5954508322742459,-0.021025347032537615,1.1764650729990715,-1.1448103482588738,0.7592999467261711,-1.1759431135876766,0.008330560452324208,0.06644782862279787,-0.4719446943326771,0.38046918476278335,-0.3523186161205221,0.3509496968046187,-0.1322861727563527,0.12037677555382915,0.009168188475615086,0.4645940252303662,-0.15780161963259295,-0.07254636955071025
tr,-3.0749289803231377,-0.7930469220210871,0.06208252705206858,-0.2914394177906382,-1.0000339927087962,-1.1873961644800328,0.5615620602029362,0.7113452277730393,-0.20966904440880593,0.4040182102644102,0.11930998910268531,0.4936010816272045,0.010394850695229848,-0.22195774030827223,-0.33942164251211043,0.1110840003390694,0.13930085239530451,0.05735843475733648,-0.019863502114730845,0.21141190400696833,-0.0262526165226026
if,4.3984845196258915,-6.497161557207957,1.3411602382804921,3.515706294394336,0.21128304378640114,1.1783284467090673,-0.3376892878019213,-0.188507871427615,1.0785122621632925,0.6939228249009892,-0.34182866925450406,0.46189011178140665,0.148022672820007,0.41828490052844447,0.03146668886715488,0.04821803622926779,0.16232174410803135,-0.17196278485307856,-0.044065356317569485,-0.0066805409455849745,-0.0007136146084178884
b,13.647025030081446,-0.14623724380475228,-0.0886338767965641,-1.3185395535141604,0.8426239976541147,-2.704276883323604,0.48926533684564977,0.3804266129021671,-0.1789593562643646,-0.6870648506454597,0.35617270915609817,0.620956527174548,0.33323930750169845,0.3102073541776551,-0.14655427205889227,-0.24380458839063526,-0.21195936229471757,0.28719729640112596,0.18779593569250297,0.012605788437827831,-0.02954119201272779
dj,0.12460461156010931,-1.2111427247757665,-0.3032039907954667,-1.5659237055756572,-1.1471781972731325,-1.0751524480597556,0.5917755914088224,0.49142017327040344,0.5932317272805702,0.017428643139266953,-0.7502777706037764,-1.1340630739479027,-0.07851271824121701,-0.2564909332501345,-0.5924879338142234,-0.03884697897454198,0.518242869823431,-0.057895207275688906,0.16104175153552716,-0.11087420799979575,-0.07673613817194933
gj,0.012095652433608495,-1.7656310831036115,-1.206675620996385,-1.2126953484574177,-1.204060477987501,0.2507436807927744,-0.054203572905226725,-0.4259811456377142,0.2400721861965028,-0.3030874180171439,1.793367735350622,0.3807222552422089,-0.03369409333961976,-0.37656566878070696,0.6889450379496026,0.3073958475871177,-0.2908857523663614,-0.3734897223144565,-0.11399382655964964,-0.016793418832172082,-0.07086120432739754
mh,-1.7943542716283485,-0.6445036666812812,-0.6609854306243692,-0.43289587596926976,-1.8979404330830179,-1.0845162551018583,-0.020406047177212217,1.4636410979287582,0.8661834854289582,-0.4876112328515051,0.22097118047981942,-0.13175304795872322,-0.3634259196362278,-0.5959429815953022,0.3178663574582579,0.40611827697073993,-0.06903232046729345,0.09544915217505334,-0.04909894702233278,-0.2458390799876772,0.09226644747930145
ot,-2.5719891525174186,-1.113513630221936,0.14187595986472024,-0.02314632440734031,-0.08874911567870265,-0.48328937670758515,0.18186427774519973,-0.2169694684632806,-0.29274739410666123,-0.32476360076327143,0.36014298369846615,0.02534587864783994,0.06696925356128322,-0.30009407845403374,0.015346371622579829,-0.23297799865707308,-0.08775853402510202,-0.2799847776743275,-0.05986565245461386,-0.031904991980163624,0.045448343658273764
vl,-0.048128582608558894,0.8498388595896014,0.81686235909309,-0.45701856072172614,-1.979067858952781,0.3966691758850992,-1.1051476334788584,0.11654895373887388,0.006751954375162795,-1.6440032113724936,-0.20710786583200724,-0.0932617036000092,0.005073171214316598,0.9393677709143652,-0.08787388239849368,-0.27675124110589333,0.09404160377411004,-0.4749946951052107,-0.04291519762440982,0.12534839664496605,-0.11742524331978844
ar,1.320896880734528,1.9350698012726493,-0.07771389346572131,1.7384063683051212,2.3402400017618423,-1.2995813799843468,-0.8766634529276807,0.07889849968079835,1.0912573573511408,0.41825319371134945,0.18830333689149914,-0.9120243172514443,-0.22597786310589188,-0.21231156431402032,0.06843294243660288,0.9182677539037115,0.08952460506282084,-0.2089673218689762,0.0696112969927811,0.036559816843594016,-0.04798293098984995
cs,-1.0076666210376934,1.1222299662157513,0.9227612081021254,1.3653158132452294,-1.1061626719495061,0.7332005148306969,1.4041843619885352,0.8452626214787002,0.28665447417897344,0.5947005276006799,-0.2815969069599388,0.3516893533559318,-0.8309052715731151,-0.4148448494730659,0.3096414184788624,0.22064073553349642,-0.07870250981653808,0.46215820906968935,0.1430354340676539,0.043701032263003994,0.05786063070785341
hd,1.5013679473143215,0.4652258363783086,-1.9848438117697478,-1.3936794307443756,0.7961307144592252,1.254027798898671,-1.0042852636458899,0.882064964694493,0.6975741341912366,0.9458285858927691,0.45079310196555683,0.4179818082642946,-0.21582618934416256,0.06074189268752617,0.41226175325563447,-0.7127674592846515,0.5696744804766447,0.20455702371020518,-0.3940109428137405,0.04889378401189647,0.03361946466806056
tm,3.884592980640549,0.7183104475010006,-0.0673317662409382,1.7962143486876203,-0.11435116429532921,-0.9896378506612357,-0.5161233142624299,-0.4163929055817813,-0.24001087145808786,0.28016251213633486,0.1358082591003017,0.04031822813063173,-0.45516029956391607,-1.0821259204711253,0.11106035823652058,-0.36330105359753784,-0.20722422400632198,-0.20887700232173576,0.015150094876747629,0.257525464759634,0.04119301643563429
